                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
    mpki                             |        1.99 |        0.03 |        0.19 |       11.79 |        0.03 |        0.24 |        2.95 |        7.75
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1523243363 |   322439406 |   821473500 |  1287489230 |   767091011 |   421209822 |  1525139077 |  1301668856
    num cache misses                 |     8036603 |     9569440 |    29036581 |     2917742 |     8876895 |    10461489 |     5819330 |     5669456
    miss rate                        |       0.53% |       2.97% |       3.53% |       0.23% |       1.16% |       2.48% |       0.38% |       0.44%
    mpki                             |        3.62 |       13.29 |       21.71 |        1.35 |        4.39 |       10.00 |        2.49 |        2.33
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    12474479 |     9780756 |    29470348 |    28494835 |    10308525 |    11971058 |    13273754 |    24953312
    num cache misses                 |     1080971 |     9463494 |    26388804 |     2198355 |     7890110 |     8058580 |     2198738 |     2206683
    miss rate                        |       8.67% |      96.76% |      89.54% |       7.71% |      76.54% |      67.32% |      16.56% |       8.84%
    mpki                             |        0.49 |       13.15 |       19.73 |        1.02 |        3.91 |        7.70 |        0.94 |        0.91
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     1411373 |     9651249 |    26569922 |     2323499 |     9272272 |     9312367 |     2749280 |     2617896
    num cache misses                 |     1077843 |     8707685 |    11961053 |     1717571 |     5867315 |     5504533 |     1770280 |     1068913
    miss rate                        |      76.37% |      90.22% |      45.02% |      73.92% |      63.28% |      59.11% |      64.39% |      40.83%
    mpki                             |        0.48 |       12.10 |        8.94 |        0.80 |        2.90 |        5.26 |        0.76 |        0.44
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    48767304 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |     6756.72 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |     6654.21 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      21.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |      420879 |     8681465 |    11738572 |      486202 |     3151837 |     4325726 |      971345 |      610769
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
