                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
    num cache misses                 |     1081575 |     9435429 |    26268986 |     2162049 |     7879857 |     8075974 |     2212766 |     2210642
    miss rate                        |       8.67% |      96.75% |      89.56% |       7.66% |      76.52% |      67.34% |      16.53% |       8.86%
    mpki                             |        0.49 |       13.14 |       19.72 |        1.03 |        3.91 |        7.70 |        0.94 |        0.91
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     1412038 |     9623329 |    26449354 |     2282125 |     9262496 |     9332269 |     2765158 |     2618491
    num cache misses                 |     1078468 |     8684913 |    11907542 |     1686562 |     5879884 |     5518958 |     1783902 |     1068375
    miss rate                        |      76.38% |      90.25% |      45.02% |      73.90% |      63.48% |      59.14% |      64.51% |      40.80%
    mpki                             |        0.49 |       12.10 |        8.94 |        0.80 |        2.92 |        5.27 |        0.76 |        0.44
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    48713728 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |     6711.25 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |     6608.75 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      21.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |      420925 |     8658741 |    11685396 |      472275 |     3144105 |     4338199 |      976188 |      609162
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
