                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
    miss rate                        |      77.22% |      88.07% |      30.73% |      53.51% |      59.42% |      53.15% |      57.13% |      36.68%
    mpki                             |        0.26 |        6.47 |        4.87 |        0.49 |        1.56 |        3.72 |        0.46 |        0.31
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    29668724 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |     5349.25 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |     5244.25 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      26.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |      218571 |     4582046 |     7126585 |      397032 |     2058322 |     3512725 |      628112 |      445858
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
